"stop_id","pid","reason_for_stop","reason_for_stopcode","reason_for_stop_code_text","reason_for_stop_detail","reason_for_stop_explanation"
"5236","1","Traffic Violation","54099","4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099","Non-moving Violation, including Registration Violation","expired reg"
"5236","2","Traffic Violation","54099","4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099","Non-moving Violation, including Registration Violation","expired reg"
"5237","1","Reasonable Suspicion","23132","487(A) PC - GRDTHFT:MONEY/LABOR/PROP (F) 23132","Matched suspect description","Vehicle and Subjects were circulated on ATI email related to a theft investigation"
"5237","2","Reasonable Suspicion","23132","487(A) PC - GRDTHFT:MONEY/LABOR/PROP (F) 23132","Matched suspect description","Vehicle and subjects were circulated on ATI email for a 487(a)PC case out of Northern Div."
"5238","1","Traffic Violation","54510","27152 VC - EXHAUST PIPE VIOLATION (I) 54510","Equipment Violation","modified exhaust in BMW"
"5239","1","Reasonable Suspicion","13039","240/242 PC - ASSAULT & BATTERY (M) 13039","Other Reasonable Suspicion of a crime","415V radio call"
"5240","1","Traffic Violation","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644","Equipment Violation","nofront plate"
"5241","1","Traffic Violation","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168","Non-moving Violation, including Registration Violation","EXPIRED TABS"
"5242","1","Reasonable Suspicion","33030","415.5(A)(3) PC - OFFENSIVE WORDS UNIV/ETC (M) 33030","Witness or Victim identification of Suspect at the scene","5150 wi"
"5243","1","Traffic Violation","66880","38170(B) VC - LICENSE PLATE NOT VISIBLE (I) 66880","Equipment Violation","no front plate"
"5244","1","Traffic Violation","54088","21650.1 VC - OPR BIKE:RD/ETC:WRONG WAY (I) 54088","Moving Violation","subject was riding his bicycle against traffic"
"5245","1","Traffic Violation","66967","24252(A)(1) VC - FAIL MAINT VEH LITE EQUIP (I) 66967","Equipment Violation","NO THIRD BRAKE LIGHT"
"5246","1","Reasonable Suspicion","53130","415(2) PC - LOUD/UNREASONABLE NOISE (I) 53130","Matched suspect description","5150 DTS"
"5247","1","Reasonable Suspicion","99990","NA - XX AA - COMMUNITY CARETAKING (X) 99990","Matched suspect description","danger to self"
"5248","1","Traffic Violation","54997","21658(B) VC - FAIL OBEY LANE USE SIGNS (I) 54997","Non-moving Violation, including Registration Violation","failure to obey signs"
"5249","1","Traffic Violation","54099","4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099","Non-moving Violation, including Registration Violation","expired registration."
"5249","2","Traffic Violation","54099","4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099","Non-moving Violation, including Registration Violation","expired registration."
"5250","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Equipment Violation","Expired Reg."
"5251","1","Traffic Violation","66967","24252(A)(1) VC - FAIL MAINT VEH LITE EQUIP (I) 66967","Equipment Violation","Driver's third break light was not working"
"5252","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","ran stop sign"
"5253","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","ran stop sign"
"5254","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Non-moving Violation, including Registration Violation","t stop. no plates"
"5255","1","Traffic Violation","54161","21657 VC - DISOBEY TRAFFIC DIRECTION (I) 54161","Moving Violation","Driving wrong Way on a one way street"
"5256","1","Traffic Violation","66880","38170(B) VC - LICENSE PLATE NOT VISIBLE (I) 66880","Equipment Violation","t stop for covered plate"
"5257","1","Traffic Violation","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571","Equipment Violation","tinted windows"
"5258","1","Reasonable Suspicion","22004","459 PC - BURGLARY (F) 22004","Witness or Victim identification of Suspect at the scene","Subject broke into Airbnb and stole utilities"
"5258","1","Reasonable Suspicion","22004","459 PC - BURGLARY (F) 22004","Matched suspect description","Subject broke into Airbnb and stole utilities"
"5259","1","Traffic Violation","54373","21453(C) VC - FAIL STOP LINE/ETC AT RED (I) 54373","Moving Violation","t stop. warning"
"5260","1","Reasonable Suspicion","35143","11550 HS - UNDER INFLUENCE CNTL SUB (M) 35143","Matched suspect description","NARCOTICS RADIO CALL"
"5261","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","Failure to come to a complete stop at stop sign."
"5262","1","Traffic Violation","54649","24603(D) VC - STOPLAMPS:VEH 2 REQUIRED (I) 54649","Equipment Violation","Both subjs brake lights were out."
"5263","1","Traffic Violation","66567","26709(A)(2) VC - VEH SIDE MIRROR VIOL (I) 66567","Equipment Violation","missing driver side mirror"
"5264","1","Reasonable Suspicion","99990","NA - XX AA - COMMUNITY CARETAKING (X) 99990","Matched suspect description","5150 eval"
"5265","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","stop sign"
"5266","1","Reasonable Suspicion","13219","245(A)(1) PC - ADW NOT FIREARM (F) 13219","Matched suspect description","the male matched the description of the suspect in the radio call."
"5267","1","Traffic Violation","54574","24603(A) VC - STOPLAMPS:VEH MUST HAVE (I) 54574","Equipment Violation","brake lights out"
"5268","1","Traffic Violation","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098","Moving Violation","Subj ran multiple red lights on his bicycle."
"5269","1","Reasonable Suspicion","32111","647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111","Officer witnessed commission of a crime","Subject was asleep underneath some blankets and had he cart with her until she awoke to my identifying myself."
"5270","1","Reasonable Suspicion","50106","166(A)(4) PC - CONTEMPT:DISOBEY CRT ORDR (M) 50106","Matched suspect description","TRO VIOLATION"
"5270","1","Reasonable Suspicion","50106","166(A)(4) PC - CONTEMPT:DISOBEY CRT ORDR (M) 50106","Witness or Victim identification of Suspect at the scene","TRO VIOLATION"
"5271","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Equipment Violation","EXPIRED REG"
"5272","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Non-moving Violation, including Registration Violation","Driver had out of state license plate with no record on file"
"5273","1","Traffic Violation","66266","21756(A) VC - UNSAFE PASSING STREETCAR (I) 66266","Moving Violation","unsafe passing"
"5274","1","Traffic Violation","54566","23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566","Equipment Violation","cell phone"
"5275","1","Reasonable Suspicion","38080","273.5(A) PC - CRPL INJ:SPOUS/COHAB/DATE (F) 38080","Matched suspect description","suspect was in violation of 273.5(a)"
"5276","1","Reasonable Suspicion","52136","417(A)(1) PC - EXHIBIT DEADWPN:NOT F/ARM (M) 52136","Matched suspect description","417/422 SUSPECT"
"5277","1","Reasonable Suspicion","32111","647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111","Other Reasonable Suspicion of a crime","erected tent on city sidewalk"
"5277","1","Reasonable Suspicion","32111","647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111","Officer witnessed commission of a crime","erected tent on city sidewalk"
"5278","1","Reasonable Suspicion","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002","Officer witnessed commission of a crime","Tent up in balboa park"
"5279","1","Investigation to determine whether the person was truant","","","","5150 EVAL, TURNED INTO A VOLUNTARY HOLD"
"5280","1","Reasonable Suspicion","53130","415(2) PC - LOUD/UNREASONABLE NOISE (I) 53130","Matched suspect description","subject of radio call attempting to commit suicide"
"5280","1","Reasonable Suspicion","53130","415(2) PC - LOUD/UNREASONABLE NOISE (I) 53130","Officer witnessed commission of a crime","subject of radio call attempting to commit suicide"
"5281","1","Traffic Violation","54991","21464(B) VC - USE INFRARED TRANSMITTER (M) 54991","Moving Violation","fail to stop at red light"
"5282","1","Traffic Violation","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098","Moving Violation","RAN STOP SIGN"
"5283","1","Reasonable Suspicion","22004","459 PC - BURGLARY (F) 22004","Matched suspect description","residential burglary suspect was 10-16ed"
"5284","1","Reasonable Suspicion","13048","242 PC - BATTERY ON PERSON (M) 13048","Witness or Victim identification of Suspect at the scene","MOTHER OF SUBJ CALLED SAYING HER SON WAS YELLING AND UNCHING HIMSELF IN THE HEAD. SON SUFFERS FROM SCHIZOPHRENIA AND OFF MEDS."
"5285","1","Reasonable Suspicion","13217","245(A)(4) PC - ADW/FORCE:POSSIBLE GBI (F) 13217","Matched suspect description","Subject of a 245 radio call."
"5285","1","Reasonable Suspicion","13217","245(A)(4) PC - ADW/FORCE:POSSIBLE GBI (F) 13217","Officer witnessed commission of a crime","Subject of a 245 radio call."
"5285","1","Reasonable Suspicion","13217","245(A)(4) PC - ADW/FORCE:POSSIBLE GBI (F) 13217","Carrying Suspicious Object","Subject of a 245 radio call."
"5285","1","Reasonable Suspicion","13217","245(A)(4) PC - ADW/FORCE:POSSIBLE GBI (F) 13217","Witness or Victim identification of Suspect at the scene","Subject of a 245 radio call."
"5286","1","Traffic Violation","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644","Equipment Violation","No front or rear plates"
"5287","1","Reasonable Suspicion","35212","11550(A) HS - UNDER INFLUENCE CNTL SUB (M) 35212","Officer witnessed commission of a crime","subject under the inluence of a controlled substance"
"5288","1","Reasonable Suspicion","64005","647(F) PC - DISORD CONDUCT:ALCOHOL (M) 64005","Other Reasonable Suspicion of a crime","Female falling and stumbling as she was walking away from a bar"
"5289","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Equipment Violation","EXP REG"
"5290","1","Traffic Violation","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146","Moving Violation","Traffics stop"
"5291","1","Traffic Violation","54099","4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099","Non-moving Violation, including Registration Violation","EXPIRED FOR 10 MONTHS"
"5292","1","Reasonable Suspicion","49052","1551 PC - FUG JUST:WARRANT ARREST (F) 49052","Other Reasonable Suspicion of a crime","KNOWN WARRANT SUSPECT"
"5293","1","Traffic Violation","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571","Equipment Violation","TINT ONT WINDOWS"
"5294","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","SPEED"
"5295","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","SPEED"
"5296","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","SPEED"
"5297","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","SPEED"
"5298","1","Reasonable Suspicion","32093","602(I) PC - TRESPASS:DESTROY FENCE (M) 32093","Officer witnessed commission of a crime","tent blocking whole sidewalk"
"5299","1","Reasonable Suspicion","32093","602(I) PC - TRESPASS:DESTROY FENCE (M) 32093","Officer witnessed commission of a crime","tent blocking whole sidewalk"
"5300","1","Reasonable Suspicion","35423","11364(A) HS - POSS UNLAW PARAPHERNALIA (M) 35423","Officer witnessed commission of a crime","Subject had narcotics paraphernalia in plain view."
"5301","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","fail stop @ stop sign"
"5302","1","Reasonable Suspicion","32093","602(I) PC - TRESPASS:DESTROY FENCE (M) 32093","Officer witnessed commission of a crime","tent blocking whole sidewalk"
"5303","1","Traffic Violation","54506","21803(A) VC - FAIL TO YIELD UNTIL SAFE (I) 54506","Moving Violation","DIDNT YIELD WHEN LEAVING ALLEY"
"5304","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","t stop for speed, tw only"
"5305","1","Reasonable Suspicion","13219","245(A)(1) PC - ADW NOT FIREARM (F) 13219","Matched suspect description","matched description provided by reporting party"
"5306","1","Traffic Violation","54193","24600 VC - TAILLAMP VIOLATIONS (I) 54193","Equipment Violation","tail lamp violation"
"5307","1","Traffic Violation","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098","Moving Violation","ran red light"
"5308","1","Reasonable Suspicion","66134","1460(B) SH - CHG ENCRCHMNT W/O PERMIT (M) 66134","Officer witnessed commission of a crime","encroachment"
"5309","1","Reasonable Suspicion","52136","417(A)(1) PC - EXHIBIT DEADWPN:NOT F/ARM (M) 52136","Matched suspect description","SUBJE.CT WAS  CUTTING HER WRIST WITH A POCKETKNIFE"
"5310","1","Traffic Violation","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644","Equipment Violation","No front plate and dark window tint// at stop PD observed expired registration."
"5311","1","Reasonable Suspicion","32093","602(I) PC - TRESPASS:DESTROY FENCE (M) 32093","Officer witnessed commission of a crime","tent blocking sidewalk"
"5312","1","Traffic Violation","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168","Equipment Violation","1150 DISPLAYING EXPIRED TAG"
"5312","2","Traffic Violation","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168","Equipment Violation","1150 DISPLAYING EXPIRED TAG -PASSENGER"
"5313","1","Reasonable Suspicion","3","00IN CUSTODY ARR ZZ - IN CUSTODY ARREST (X) 3","Matched suspect description","dirk and dagger"
"5314","1","Reasonable Suspicion","13187","243(E) PC - BATTERY:SPOUSE/ETC (M) 13187","Matched suspect description","EX CALELD POLICE, SUB WAS DETAINED PENDING AN INVESTIGATION"
"5315","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","SPEED"
"5316","1","Traffic Violation","54099","4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099","Equipment Violation","vehicle had expired registration over a year and no proof of insurance"
"5317","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","T STOP FOR SPEED, TW ONLY"
"5318","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","SPEED"
"5319","1","Traffic Violation","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303","Moving Violation","SPEED"
"5320","1","Traffic Violation","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571","Non-moving Violation, including Registration Violation","window tint"
"5320","2","Traffic Violation","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571","Non-moving Violation, including Registration Violation","in vehicle with window tint"
"5321","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Non-moving Violation, including Registration Violation","EXP REG"
"5322","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","T STOP FOR SPEED, TW ONLY"
"5323","1","Reasonable Suspicion","35349","11532(A) HS - LOITR PUBLIC:ILL DRUG ACT (M) 35349","Actions indicative of drug transaction","Subjects about to engage in smoking narcotics"
"5324","1","Traffic Violation","54649","24603(D) VC - STOPLAMPS:VEH 2 REQUIRED (I) 54649","Equipment Violation","1150 BRAKE LIGHT OUT"
"5325","1","Reasonable Suspicion","24054","10851(A) VC - VEHICLE THEFT (F) 24054","Other Reasonable Suspicion of a crime","observed subject pulling on door handle of a parked vehicle and looking inside"
"5326","1","Reasonable Suspicion","32093","602(I) PC - TRESPASS:DESTROY FENCE (M) 32093","Officer witnessed commission of a crime","tent blocking whole sidwalk"
"5327","1","Reasonable Suspicion","35353","11377(A) HS - POSSESS CNTL SUB (M) 35353","Officer witnessed commission of a crime","11377 Possession of narc"
"5328","1","Traffic Violation","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303","Moving Violation","speed"
"5329","1","Traffic Violation","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303","Moving Violation","speed"
"5330","1","Traffic Violation","66943","21651(A)(1) VC - DRV HWY ACROSS DIV SECTN (I) 66943","Moving Violation","T STOP FOR DRIVING OVER SIMULATED ISLAND, TW ONLY"
"5331","1","Reasonable Suspicion","13039","240/242 PC - ASSAULT & BATTERY (M) 13039","Matched suspect description","battery suspect"
"5331","1","Reasonable Suspicion","13039","240/242 PC - ASSAULT & BATTERY (M) 13039","Witness or Victim identification of Suspect at the scene","battery suspect"
